object_id,kepoi_name,kepler_name,kepid,source,koi_disposition,koi_period,koi_duration,koi_depth,koi_steff,koi_kepmag,koi_prad,koi_slogg,koi_srad,koi_teq,koi_model_snr,koi_impact,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,log_period,log_depth,label
K05781.01,K05781.01,,10266852,KOI,FALSE POSITIVE,179.27230765,2.21,421.1,5767.0,12.752,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.253513208894974,2.6243852414202653,0
K05782.01,K05782.01,,10272858,KOI,CANDIDATE,584.55603,3.671,346.7,5208.0,11.367,6.69,3.458,3.62,354.0,10.0,0.3282,0,0,0,0,2.766826144845324,2.5399538416563967,1
K05783.01,K05783.01,,10292000,KOI,FALSE POSITIVE,200.83849979,2.37,421.1,5767.0,12.488,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.3028469686505364,2.6243852414202653,0
K05784.01,K05784.01,,10319341,KOI,FALSE POSITIVE,40.1043796,3.471,187.3,6174.0,14.255,1.5,4.374,1.089,591.0,9.2,0.2029,0,0,1,0,1.6031918023521825,2.2725377773752373,0
K05785.01,K05785.01,,10319834,KOI,CANDIDATE,70.31252504,13.66,421.1,5767.0,14.942,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,1.84703269445431,2.6243852414202653,1
K05786.01,K05786.01,,10320341,KOI,FALSE POSITIVE,30.114681501,5.68713,87057.0,6273.0,14.482,56.45,4.442,1.044,639.0,2858.1,1.046,0,1,0,0,1.4787782743440672,4.93980369721267,0
K05787.01,K05787.01,,10339000,KOI,CANDIDATE,69.775633,9.205,140.9,6224.0,14.333,1.19,4.413,0.983,480.0,9.7,0.3519,0,0,0,0,1.8437037850698061,2.1489109931093564,1
K05407.01,K05407.01,,7625143,KOI,CANDIDATE,58.5029431,1.633,117.0,6525.0,13.048,1.54,4.215,1.412,611.0,7.0,0.0062,0,0,0,0,1.7671777146281418,2.0681858617461617,1
K05408.01,K05408.01,,7631138,KOI,CANDIDATE,415.748785,3.313,463.7,5324.0,14.03,3.24,4.027,1.534,283.0,9.2,0.1124,0,0,0,0,2.6188309886947643,2.6662370958958044,1
K05409.01,K05409.01,,7658229,KOI,FALSE POSITIVE,36.1826854,4.2546,9471.7,5696.0,14.824,56.41,4.151,1.321,635.0,124.1,1.267,0,1,0,0,1.558500796109262,3.9764279340570665,0
K05410.01,K05410.01,,7662502,KOI,CANDIDATE,24.1527864,4.451,78.1,6223.0,13.664,0.97,4.392,1.095,701.0,9.3,0.175,0,0,0,0,1.3829672406088025,1.8926510338773004,1
K05411.01,K05411.01,,7672215,KOI,CANDIDATE,11.1734401,4.545,61.3,7372.0,13.335,1.4,4.142,1.752,1279.0,9.0,0.268,0,0,0,0,1.048186905115007,1.787460474518415,1
K05412.01,K05412.01,,7674050,KOI,FALSE POSITIVE,472.2265706,4.8732,156140.0,5763.0,15.911,48.18,4.557,0.842,217.0,584.6,0.876,0,1,0,0,2.674150419719225,5.193514175028669,0
K05413.01,K05413.01,,7690782,KOI,CANDIDATE,428.379308,4.066,386.6,5574.0,14.105,2.0,4.381,0.953,236.0,7.4,0.7102,0,0,0,0,2.6318284849458786,2.5872618496925344,1
K05414.01,K05414.01,,7700561,KOI,FALSE POSITIVE,1.507099289,4.8361,1282.0,5762.0,15.542,26.56,4.576,0.801,1448.0,142.7,1.265,0,1,1,1,0.17814186495190398,3.1078880251827985,0
K05535.01,K05535.01,,8546464,KOI,FALSE POSITIVE,253.652263,3.85,26456.0,3960.0,15.921,1169.79,4.721,0.537,159.0,59.9,20.7849,1,0,0,0,2.404238741299701,4.422524181905646,0
K05536.01,K05536.01,,8547213,KOI,CANDIDATE,392.72811,12.48,499.7,5701.0,15.033,1.85,4.558,0.815,226.0,12.0,0.4505,0,0,0,0,2.594091987547408,2.698709349442587,1
K05537.01,K05537.01,,8547366,KOI,FALSE POSITIVE,128.66825288,2.67,421.1,5767.0,10.719,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.109471403937467,2.6243852414202653,0
K05538.01,K05538.01,,8547525,KOI,FALSE POSITIVE,485.57785,6.67,853.0,5255.0,15.857,2.18,4.616,0.727,187.0,5.6,0.5739,1,0,0,0,2.686258867848556,2.930949031167523,0
K05539.01,K05539.01,,8547537,KOI,CANDIDATE,374.05697,22.53,961.1,5302.0,15.583,2.34,4.595,0.771,209.0,20.6,0.1026,0,0,0,0,2.572937751591968,2.982768577251012,1
K05540.01,K05540.01,,8548403,KOI,FALSE POSITIVE,643.4528,9.346,585.1,5649.0,14.984,2.03,4.553,0.845,192.0,10.2,0.1952,1,0,0,0,2.8085166950611344,2.7672300981107183,0
K05541.01,K05541.01,,8548454,KOI,CANDIDATE,339.633833,8.859,517.8,5823.0,14.699,2.04,4.522,0.901,250.0,12.0,0.111,0,0,0,0,2.5310109464521506,2.714162046098853,1
K05542.01,K05542.01,,8552607,KOI,FALSE POSITIVE,1.061934307,3.211,264.8,5853.0,14.286,18.7,4.544,0.868,1696.0,70.9,1.181,0,1,1,1,0.026097651406616823,2.422917980767662,0
K05662.01,K05662.01,,9390655,KOI,FALSE POSITIVE,9.5497037,1.881,706.7,3705.0,15.467,1.45,4.683,0.569,456.0,12.4,0.028,0,0,1,1,0.9799898968768064,2.8492350913147226,0
K05663.01,K05663.01,,9391817,KOI,CANDIDATE,140.884533,10.245,158.0,5960.0,13.06,1.52,4.306,1.213,392.0,16.4,0.013,0,0,0,0,2.1488633167327515,2.1986570869544226,1
K05664.01,K05664.01,,9394762,KOI,FALSE POSITIVE,77.138911,7.229,603.3,5778.0,14.457,3.39,4.531,0.911,406.0,19.0,0.981,0,1,1,0,1.8872735034692354,2.780533325316404,0
K05665.01,K05665.01,,9394953,KOI,CANDIDATE,100.494129,2.679,57.6,6018.0,11.484,1.33,4.036,1.75,523.0,6.9,0.0813,0,0,0,0,2.002140690439279,1.760422483423212,1
K05666.01,K05666.01,,9397862,KOI,CANDIDATE,182.453195,2.721,184.0,6164.0,13.872,1.26,4.483,0.927,332.0,5.2,0.0792,0,0,0,0,2.2611514728457505,2.2648178230095364,1
K05667.01,K05667.01,,9402670,KOI,FALSE POSITIVE,0.536551592,4.89,153.2,6140.0,15.668,12.88,4.455,1.027,2377.0,26.2,1.102,1,0,1,1,-0.2703885122000841,2.185258765296585,0
K05668.01,K05668.01,,9402859,KOI,FALSE POSITIVE,68.54443156,2.05,421.1,5767.0,11.197,2.39,4.438,1.0,878.0,23.0,0.537,1,0,1,0,1.835972179169393,2.6243852414202653,0
K05669.01,K05669.01,,9407689,KOI,FALSE POSITIVE,130.110715,2.227,251.9,5960.0,14.241,1.32,4.561,0.828,343.0,6.4,0.1883,1,0,0,0,2.1143130634620864,2.401228167498113,0
K05788.01,K05788.01,,10356840,KOI,FALSE POSITIVE,242.484764,6.451,361.7,6068.0,14.96,1.58,4.568,0.829,283.0,7.6,0.1785,0,0,0,0,2.384684455851266,2.5583485087616196,0
K05789.01,K05789.01,,10387792,KOI,CANDIDATE,383.26217,4.84,448.4,5074.0,14.06,1.57,4.536,0.761,203.0,11.0,0.1407,0,0,0,0,2.5834959542111586,2.6516656039229356,1
K05790.01,K05790.01,,10394802,KOI,CANDIDATE,178.266978,5.276,1857.0,4899.0,15.518,3.71,4.624,0.713,241.0,12.5,0.886,0,0,0,0,2.2510709023420343,3.2688119037397803,1
K05791.01,K05791.01,,10399137,KOI,FALSE POSITIVE,385.593209,2.799,282.9,6205.0,13.927,2.37,4.194,1.358,311.0,5.6,0.5548,1,0,0,0,2.5861293765798656,2.4516329474569907,0
K05792.01,K05792.01,,10416390,KOI,FALSE POSITIVE,215.737826,7.257,8476.0,4889.0,15.705,8.71,4.574,0.724,231.0,36.8,0.916,0,0,1,0,2.333926298013229,3.928190948038757,0
K05793.01,K05793.01,,10419108,KOI,FALSE POSITIVE,507.48249,8.19,232.1,5227.0,12.941,1.22,4.541,0.744,189.0,9.7,0.7261,1,0,0,0,2.7054210620974315,2.3656751404559175,0
K05794.01,K05794.01,,10453009,KOI,CANDIDATE,30.9771151,3.188,125.0,5197.0,13.785,4.3,3.453,3.784,950.0,6.8,0.5092,0,0,0,0,1.4910409694435174,2.0969100130080562,1
K05795.01,K05795.01,,10459749,KOI,CANDIDATE,19.11280242,1.58,421.1,5767.0,15.952,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,1.2813243702737775,2.6243852414202653,1
K05415.01,K05415.01,,7701809,KOI,FALSE POSITIVE,30.2111162,4.202,92.6,5132.0,13.514,4.44,3.321,4.732,1033.0,6.5,0.0666,1,0,0,0,1.4801667713025908,1.9666109866819343,0
K05416.01,K05416.01,Kepler-1628 b,7731281,KOI,CONFIRMED,76.377855,4.809,11004.0,3869.0,16.595,6.28,4.674,0.584,240.0,38.6,0.577,0,0,0,0,1.882967457457768,4.041550581717646,1
K05417.01,K05417.01,,7743464,KOI,FALSE POSITIVE,55.249007325,5.15147,205670.0,6063.0,14.925,60.79,4.476,1.012,496.0,3452.5,0.785,0,1,0,0,1.7423244793318493,5.313170948064998,0
K05418.01,K05418.01,,7747091,KOI,CANDIDATE,14.2673439,3.171,217.5,5475.0,15.181,1.21,4.567,0.837,657.0,9.0,0.042,0,0,0,0,1.154343129600916,2.337459261290656,1
K05419.01,K05419.01,,7747197,KOI,FALSE POSITIVE,22.52907,1.373,327.1,5284.0,15.607,1.39,4.594,0.769,532.0,4.8,0.3668,1,0,0,0,1.35274326441782,2.5146805441249818,0
K05420.01,K05420.01,,7750342,KOI,FALSE POSITIVE,66.247851,4.04,666.0,5214.0,13.234,16.67,3.109,6.519,925.0,8.3,0.2847,1,0,0,0,1.821171794850672,2.823474229170301,0
K05421.01,K05421.01,,7751133,KOI,FALSE POSITIVE,370.91308,17.655,270.3,5892.0,13.648,1.74,4.386,1.054,266.0,17.5,0.3443,1,0,0,1,2.569272148701113,2.4318460456987254,0
K05422.01,K05422.01,,7757620,KOI,CANDIDATE,360.64485255,11.19,421.1,5767.0,13.579,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,2.5570797379261005,2.6243852414202653,1
K05544.01,K05544.01,,8561192,KOI,FALSE POSITIVE,2.742590902,10.4143,680400.0,7072.0,16.267,176.4,4.129,1.705,1960.0,682.9,0.473,0,1,0,0,0.4381610309897723,5.8327643049405316,0
K05545.01,K05545.01,,8570210,KOI,CANDIDATE,541.04472,12.47,181.5,5829.0,13.607,1.08,4.575,0.802,206.0,8.8,0.2387,0,0,0,0,2.733233163159363,2.258876629372131,1
K05546.01,K05546.01,,8571421,KOI,CANDIDATE,514.271499,3.46,688.9,6343.0,14.848,3.01,4.411,1.137,258.0,9.0,0.2032,0,0,0,0,2.7111924563257315,2.838156184752148,1
K05547.01,K05547.01,,8574794,KOI,CANDIDATE,571.14302,10.06,531.3,5751.0,14.851,2.22,4.514,0.943,210.0,8.5,0.5041,0,0,0,0,2.756744873603669,2.725339815909737,1
K05548.01,K05548.01,,8575061,KOI,FALSE POSITIVE,216.453511,3.321,1137.0,5385.0,15.638,2.91,4.46,0.878,274.0,7.5,0.0052,1,0,0,0,2.335364634711704,3.0557604646877348,0
K05549.01,K05549.01,,8612291,KOI,FALSE POSITIVE,37.0488669,2.48,421.1,5767.0,14.042,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,1.5687749300858589,2.6243852414202653,0
K05550.01,K05550.01,,8613769,KOI,CANDIDATE,540.39267,9.233,1780.0,5693.0,15.959,3.63,4.551,0.856,206.0,15.1,0.3683,0,0,0,0,2.732709449528116,3.250420002308894,1
K05670.01,K05670.01,,9412267,KOI,FALSE POSITIVE,542.16158927,8.77,421.1,5767.0,14.043,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.7341287457066694,2.6243852414202653,0
K05671.01,K05671.01,,9417931,KOI,CANDIDATE,190.905243,2.529,227.1,6098.0,13.574,1.73,4.321,1.131,356.0,7.4,0.3708,0,0,0,0,2.2808178559719834,2.3562171342197353,1
K05672.01,K05672.01,,9418508,KOI,FALSE POSITIVE,11.0153889,2.666,3446.0,5515.0,14.333,65.27,3.899,1.678,1047.0,31.8,1.287,0,1,0,0,1.0419998345909631,3.53731527311201,0
K05673.01,K05673.01,,9449320,KOI,FALSE POSITIVE,28.34230575,1.65,421.1,5767.0,12.74,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,1.4524351787896284,2.6243852414202653,0
K05674.01,K05674.01,,9451521,KOI,FALSE POSITIVE,231.521608,2.819,478.7,5695.0,14.821,1.96,4.545,0.872,274.0,6.1,0.5303,1,0,0,0,2.3645915301152427,2.6800634274819486,0
K05675.01,K05675.01,,9455322,KOI,FALSE POSITIVE,180.890384,1.901,205.3,7037.0,13.61,2.47,4.136,1.683,480.0,5.8,0.3417,1,0,0,0,2.25741548069764,2.312388949370592,0
K05676.01,K05676.01,,9455526,KOI,FALSE POSITIVE,60.0546149,3.435,326.1,5242.0,13.571,5.24,3.606,2.917,694.0,11.8,0.3355,1,0,0,0,1.7785463864032904,2.513350798805957,0
K05677.01,K05677.01,,9456887,KOI,CANDIDATE,20.5142642,3.524,153.2,5221.0,14.9,1.14,4.422,0.936,598.0,9.0,0.256,0,0,0,0,1.3120559444269602,2.185258765296585,1
K05796.01,K05796.01,,10470779,KOI,CANDIDATE,495.854189,8.65,548.6,5613.0,14.712,2.41,4.378,1.044,230.0,10.9,0.031,0,0,0,0,2.695353986525565,2.739255803268511,1
K05797.01,K05797.01,,10480952,KOI,FALSE POSITIVE,2.037453129,5.43155,315910.0,6456.0,12.22,136.3,3.906,2.056,2220.0,6944.9,0.611,0,1,0,0,0.3090876267122355,5.499563373534403,0
K05798.01,K05798.01,,10487228,KOI,CANDIDATE,318.25858,4.39,756.0,5108.0,15.714,2.03,4.596,0.759,212.0,6.0,0.0281,0,0,0,0,2.5027801207198044,2.8785217955012063,1
K05799.01,K05799.01,,10519727,KOI,CANDIDATE,184.883155,3.025,304.1,5620.0,13.609,2.82,4.036,1.621,393.0,9.9,0.3074,0,0,0,0,2.2668973436967086,2.483016420144132,1
K05800.01,K05800.01,,10525077,KOI,CANDIDATE,11.006795,5.112,146.4,6091.0,15.355,1.34,4.424,1.047,874.0,10.9,0.66,0,0,0,0,1.0416608778776386,2.165541076722373,1
K05801.01,K05801.01,,10535708,KOI,CANDIDATE,177.37583,21.14,459.7,5849.0,15.609,1.96,4.517,0.919,314.0,12.4,0.0539,0,0,0,0,2.248894440677379,2.6624745037503095,1
K05802.01,K05802.01,,10547378,KOI,FALSE POSITIVE,35.164087,86.05,1528.9,5485.0,13.945,62.03,3.82,2.087,756.0,38.3,1.227,0,1,0,0,1.5460993458782624,3.1843790806585965,0
K05803.01,K05803.01,,10548411,KOI,FALSE POSITIVE,107.11003503,2.12,421.1,5767.0,13.845,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.029830161345326,2.6243852414202653,0
K05423.01,K05423.01,,7762153,KOI,CANDIDATE,366.55705,11.62,582.5,5857.0,15.2,2.63,4.403,1.1,266.0,10.2,0.1247,0,0,0,0,2.5641415767179847,2.7652959296980564,1
K05424.01,K05424.01,,7762717,KOI,FALSE POSITIVE,462.26052152,4.05,421.1,5767.0,14.584,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.6648868049281806,2.6243852414202653,0
K05425.01,K05425.01,,7767781,KOI,CANDIDATE,39.42516213,2.18,421.1,5767.0,15.72,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,1.595773487974804,2.6243852414202653,1
K05426.01,K05426.01,,7770901,KOI,CANDIDATE,124.887214,8.599,176.5,6103.0,13.701,1.78,4.209,1.234,435.0,13.3,0.752,0,0,0,0,2.0965179774174554,2.2467447097238415,1
K05427.01,K05427.01,,7800285,KOI,FALSE POSITIVE,0.533000886,1.54684,4398.5,5934.0,15.042,40.94,4.331,1.064,2429.0,327.4,1.271,0,1,1,0,-0.2732720690511179,3.643304596306801,0
K05428.01,K05428.01,,7804128,KOI,FALSE POSITIVE,200.35091012,3.78,421.1,5767.0,13.782,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.301791319612223,2.6243852414202653,0
K05429.01,K05429.01,,7809049,KOI,FALSE POSITIVE,114.32859485,2.64,421.1,5767.0,15.094,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.0581548658495543,2.6243852414202653,0
K05430.01,K05430.01,,7811057,KOI,FALSE POSITIVE,99.97889,8.76,117.9,5229.0,13.255,1.84,3.985,1.725,463.0,5.7,0.3044,1,0,0,0,1.9999083107567301,2.071513805095089,0
K05551.01,K05551.01,,8622875,KOI,FALSE POSITIVE,374.71687,52.986,1126.2,5768.0,14.012,5.56,4.375,1.009,259.0,62.2,0.985,0,0,0,1,2.57370324575722,3.05161552300499,0
K05552.01,K05552.01,,8644545,KOI,CANDIDATE,295.958914,4.244,464.1,5505.0,13.344,2.1,4.386,0.992,265.0,17.5,0.024,0,0,0,0,2.4712314250401284,2.66661156841903,1
K05553.01,K05553.01,,8644911,KOI,CANDIDATE,120.938669,8.818,782.1,5456.0,15.54,2.32,4.477,0.843,333.0,15.0,0.011,0,0,0,0,2.0825651846342668,2.8932622858879915,1
K05554.01,K05554.01,,8652997,KOI,CANDIDATE,362.22202,14.29,52.5,6113.0,11.189,0.96,4.168,1.277,312.0,14.6,0.5664,0,0,0,0,2.558974848169664,1.7201593034059568,1
K05555.01,K05555.01,,8655076,KOI,FALSE POSITIVE,42.070868,1.293,386.2,5197.0,14.887,1.82,4.422,0.938,469.0,5.7,0.2878,1,0,0,0,1.6239814724097108,2.5868122694433757,0
K05556.01,K05556.01,,8656535,KOI,CANDIDATE,631.99116,2.99,345.6,5594.0,13.415,1.86,4.387,1.006,210.0,7.2,0.2397,0,0,0,0,2.8007110036145524,2.5385737338068557,1
K05557.01,K05557.01,,8671707,KOI,FALSE POSITIVE,401.73243,1.535,366.4,5938.0,13.458,2.88,4.12,1.504,307.0,5.8,0.0839,1,0,0,0,2.6039368917305707,2.563955464995813,0
K05558.01,K05558.01,,8676061,KOI,FALSE POSITIVE,428.1186,6.56,443.8,6225.0,15.26,2.18,4.45,1.031,260.0,7.3,0.1377,1,0,0,0,2.631564096560975,2.6471872978959894,0
K05678.01,K05678.01,,9457533,KOI,FALSE POSITIVE,37.3683802,2.8,206.6,5101.0,12.362,10.58,3.15,6.422,1075.0,8.8,0.8375,1,0,0,0,1.572504272978132,2.315130317183602,0
K05679.01,K05679.01,,9463329,KOI,FALSE POSITIVE,615.81928,14.93,168.0,6120.0,13.027,1.24,4.489,0.955,221.0,11.0,0.1794,1,0,0,0,2.7894532816222886,2.225309281725863,0
K05680.01,K05680.01,,9466486,KOI,CANDIDATE,557.92882,4.788,262.2,5553.0,13.263,2.97,3.805,1.844,300.0,8.1,0.1034,0,0,0,0,2.7465787956166685,2.4186326873540653,1
K05681.01,K05681.01,,9472328,KOI,CANDIDATE,77.51257,3.15,1510.0,5261.0,15.677,28199.3,3.459,3.63,702.0,5.8,72.1108,0,0,0,0,1.889372136557555,3.1789769472931693,1
K05682.01,K05682.01,,9472341,KOI,CANDIDATE,46.969389,1.944,1875.0,5401.0,16.224,7.45,3.885,1.717,638.0,7.1,0.3246,0,0,0,0,1.671814910712217,3.2730012720637376,1
K05683.01,K05683.01,,9474485,KOI,FALSE POSITIVE,0.512581525,2.54719,384480.0,4612.0,14.884,42.41,4.648,0.604,1541.0,1583.7,0.505,0,1,0,0,-0.29023705116611104,5.584873753459825,0
K05804.01,K05804.01,,10551346,KOI,FALSE POSITIVE,1.42796645,12.8653,6012.3,6099.0,13.731,39.76,4.511,0.919,1637.0,347.6,1.305,1,0,0,0,0.1547180038329889,3.779040642755518,0
K05805.01,K05805.01,,10552151,KOI,CANDIDATE,525.757041,4.995,830.2,5277.0,14.519,11.07,3.495,3.931,372.0,14.4,0.11,0,0,0,0,2.720785097519978,2.9191827290425008,1
K05806.01,K05806.01,,10552263,KOI,CANDIDATE,313.82752,4.187,168.0,5914.0,12.355,1.26,4.453,0.973,272.0,8.7,0.1103,0,0,0,0,2.4966910248471317,2.225309281725863,1
K05807.01,K05807.01,,10554421,KOI,CANDIDATE,236.09799849,3.65,421.1,5767.0,14.466,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,2.3730923053826958,2.6243852414202653,1
K05808.01,K05808.01,,10556891,KOI,FALSE POSITIVE,70.61977122,2.09,421.1,5767.0,15.341,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,1.8489263062877905,2.6243852414202653,0
K05809.01,K05809.01,,10579570,KOI,FALSE POSITIVE,216.10910854,3.95,421.1,5767.0,13.771,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.334673071859155,2.6243852414202653,0
K05810.01,K05810.01,,10581308,KOI,CANDIDATE,425.593391,3.815,237.6,5458.0,13.766,2.25,4.09,1.441,278.0,6.5,0.4892,0,0,0,0,2.6289948752209282,2.375846436309156,1
K05811.01,K05811.01,,10591578,KOI,FALSE POSITIVE,44.51439331,1.55,421.1,5767.0,14.424,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,1.6485004587204792,2.6243852414202653,0
K05431.01,K05431.01,,7812990,KOI,CANDIDATE,43.08410127,1.38,421.1,5767.0,13.782,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,1.6343170380370604,2.6243852414202653,1
K05432.01,K05432.01,,7819520,KOI,FALSE POSITIVE,230.80401566,3.57,421.1,5767.0,15.673,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,2.363243360652705,2.6243852414202653,0
K05433.01,K05433.01,,7829836,KOI,CANDIDATE,237.819002,11.324,614.2,5878.0,14.573,2.55,4.424,1.035,302.0,15.4,0.018,0,0,0,0,2.3762465522761373,2.78830981210705,1
K05434.01,K05434.01,,7830953,KOI,CANDIDATE,581.87357,14.64,905.6,5897.0,15.738,2.96,4.489,0.992,218.0,12.5,0.1603,0,0,0,0,2.7648286310139296,2.956936413844196,1
K05435.01,K05435.01,,7836096,KOI,CANDIDATE,15.9961296,1.656,500.7,4949.0,15.951,1.71,4.588,0.777,560.0,10.7,0.297,0,0,0,0,1.2040149141121996,2.699577591398909,1
K05436.01,K05436.01,,7837526,KOI,FALSE POSITIVE,28.297207229,3.94247,23193.0,6327.0,12.796,54.15,4.277,1.151,713.0,2360.6,1.227,0,1,0,0,1.4517435752810066,4.36535692799023,0
K05437.01,K05437.01,,7881464,KOI,CANDIDATE,213.63312404,2.54,421.1,5767.0,13.885,2.39,4.438,1.0,878.0,23.0,0.537,0,0,0,0,2.3296685913924855,2.6243852414202653,1
K05559.01,K05559.01,,8677186,KOI,FALSE POSITIVE,586.63177,7.299,199.9,5228.0,13.416,1.18,4.471,0.854,189.0,8.4,0.0345,1,0,0,0,2.7683655792072153,2.300812794118117,0
K05560.01,K05560.01,,8678345,KOI,FALSE POSITIVE,364.95068,0.636,824.0,5574.0,12.975,3.69,4.438,0.884,241.0,5.8,0.9571,1,0,0,0,2.562234177193165,2.9159272116971158,0
K05561.01,K05561.01,,8682751,KOI,FALSE POSITIVE,44.36123319,2.49,421.1,5767.0,15.621,2.39,4.438,1.0,878.0,23.0,0.537,1,0,0,0,1.6470036105196832,2.6243852414202653,0
K05562.01,K05562.01,,8715564,KOI,FALSE POSITIVE,438.00974,11.46,79.2,5260.0,11.504,0.73,4.56,0.717,197.0,8.6,0.8575,1,0,0,0,2.641483767995474,1.8987251815894934,0
K05563.01,K05563.01,,8715589,KOI,CANDIDATE,7.62210397,1.902,146.1,5222.0,13.629,3.8,3.556,3.162,1422.0,9.2,0.323,0,0,0,0,0.8820748685097932,2.1646502159342966,1
K05565.01,K05565.01,,8737343,KOI,FALSE POSITIVE,406.29695,5.32,136.5,6031.0,12.011,1.85,4.103,1.566,315.0,10.7,0.4038,1,0,0,0,2.608843562166083,2.1351326513767748,0
K05566.01,K05566.01,,8741367,KOI,CANDIDATE,0.9886684,2.023,126.6,6456.0,12.551,3.18,3.725,2.773,3183.0,8.7,0.372,0,0,0,0,-0.0049493466215924575,2.102433705681336,1
K05686.01,K05686.01,,9489348,KOI,FALSE POSITIVE,3.34465934,10.796,57.6,5966.0,13.596,1.17,4.069,1.551,1559.0,24.3,0.005,1,0,0,1,0.524351890626329,1.760422483423212,0
K05687.01,K05687.01,,9517242,KOI,FALSE POSITIVE,513.14417,14.13,223.8,5709.0,14.334,1.3,4.557,0.837,208.0,7.9,0.5818,1,0,0,0,2.7102393991060607,2.3498600821923312,0
K05688.01,K05688.01,,9532603,KOI,CANDIDATE,14.5555096,2.07,725.0,5176.0,16.897,2.03,4.612,0.738,594.0,8.1,0.528,0,0,0,0,1.163027415037193,2.8603380065709936,1
K05689.01,K05689.01,,9534832,KOI,CANDIDATE,114.12716,1.719,974.0,4816.0,15.983,2.76,4.508,0.823,295.0,6.3,0.7092,0,0,0,0,2.0573890101892665,2.9885589568786157,1
K05691.01,K05691.01,,9543302,KOI,FALSE POSITIVE,13.0366377,3.184,154.6,6084.0,13.543,2.23,4.009,1.677,1047.0,15.4,0.7039,0,0,1,0,1.1151655962559301,2.189209489582306,0
K05692.01,K05692.01,,9575728,KOI,CANDIDATE,2.64181261,2.127,70.0,4147.0,14.137,0.59,4.601,0.683,834.0,12.7,0.608,0,0,0,0,0.4219020088389854,1.845098040014257,1
K05829.01,K05829.01,,10802364,KOI,CANDIDATE,583.8531,5.09,491.0,5591.0,14.857,1.97,4.559,0.86,196.0,5.4,0.5925,0,0,0,0,2.7663035904606375,2.6910814921229687,1
K05830.01,K05830.01,,10809888,KOI,CANDIDATE,72.782432,3.726,245.8,5099.0,13.628,11.19,3.021,7.317,924.0,8.5,0.1157,0,0,0,0,1.8620265632938198,2.390581878550435,1
K05831.01,K05831.01,,10813078,KOI,CANDIDATE,10.552241908,2.7355,954.0,4031.0,15.712,1.75,4.666,0.585,485.0,12.3,0.025,0,0,0,0,1.0233447387651178,2.979548374704095,1
K05833.01,K05833.01,,10850327,KOI,CANDIDATE,440.171272,12.217,783.5,6261.0,13.014,5.97,4.001,1.679,334.0,38.0,0.956,0,0,0,0,2.643621694693915,2.894039000804609,1
K05834.01,K05834.01,,10855545,KOI,CANDIDATE,37.537859,6.513,269.0,6095.0,15.769,1.77,4.429,1.082,583.0,8.2,0.058,0,0,0,0,1.5744694986795238,2.429752280002408,1
K05835.01,K05835.01,,10858504,KOI,CANDIDATE,474.96952,4.58,595.0,6287.0,15.087,2.44,4.473,0.962,249.0,6.4,0.5688,0,0,0,0,2.67666574073953,2.7745169657285498,1
K05439.01,K05439.01,,7885558,KOI,FALSE POSITIVE,0.864651455,3.461,67.7,5587.0,14.901,0.69,4.556,0.851,1720.0,16.5,0.235,0,0,1,1,-0.06315892337368949,1.8305886686851442,0
K05440.01,K05440.01,,7888863,KOI,CANDIDATE,74.624063,8.881,346.9,6187.0,15.335,1.75,4.499,0.937,448.0,11.0,0.019,0,0,0,0,1.8728788910522085,2.5402042998420598,1
K05441.01,K05441.01,,7900450,KOI,FALSE POSITIVE,25.4805211,10.701,159.0,6250.0,13.181,1.25,4.472,0.986,659.0,17.7,0.186,1,0,0,0,1.4062083054741594,2.2013971243204513,0
K05442.01,K05442.01,,7900695,KOI,FALSE POSITIVE,512.11636,9.557,315.4,5492.0,13.8,1.47,4.576,0.812,198.0,10.9,0.5008,1,0,0,0,2.709368649968811,2.498861688992884,0
K05443.01,K05443.01,,7900727,KOI,FALSE POSITIVE,348.61891,3.567,689.0,5911.0,15.306,2.4,4.519,0.914,253.0,5.8,0.282,1,0,0,0,2.5423509406796394,2.8382192219076257,0
